,App,Ver,Date,Notes,Time of Rel,Rel type,Length,Processed Notes,Updatability,Updatability for Major Rel
347,"Car Design, 3D Tuning, Modify",4.0.0,"Oct 11, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru,173.0,Major,20.0,we work every day on Formacar Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,0.0,0.3410876451203597
348,"Car Design, 3D Tuning, Modify",3.2.5,"Apr 21, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru,6.0,Patch,20.0,we work every day on Formacar Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,0.0,0.3410876451203597
349,"Car Design, 3D Tuning, Modify",5.2.4,"Apr 15, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru,37.0,Patch,20.0,we work every day on Formacar Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,0.0,0.3410876451203597
350,"Car Design, 3D Tuning, Modify",5.2.3,"Mar 9, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru,26.0,Patch,20.0,we work every day on Formacar Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,0.0,0.3410876451203597
351,"Car Design, 3D Tuning, Modify",5.2.2,"Feb 11, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru,61.0,Patch,20.0,we work every day on Formacar Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,0.7497046693431758,0.3410876451203597
352,"Car Design, 3D Tuning, Modify",5.2.1,"Dec 12, 2020",We work every day on Formacar!- Added widgets for ios 14 .- added automatic translation for news in all languages.- Ability to open a configured car from any user's garage.- Improved stability and fixed some bugs.,23.0,Patch,35.0,we work every day on Formacar add widget for ios 14 add automatic translation for news in all language ability to open a configure car from any user garage improve stability and fix some bug,-2.220446049250313e-16,0.8020721371037316
353,"Car Design, 3D Tuning, Modify",5.2.0,"Nov 19, 2020",We work every day on Formacar!- Added widgets for ios 14 .- added automatic translation for news in all languages.- Ability to open a configured car from any user's garage.- Improved stability and fixed some bugs.,69.0,Minor,35.0,we work every day on Formacar add widget for ios 14 add automatic translation for news in all language ability to open a configure car from any user garage improve stability and fix some bug,0.7023711530859684,0.8020721371037316
354,"Car Design, 3D Tuning, Modify",5.1.3,"Sep 11, 2020","We work every day on Formacar!- Added a new navigation menu that can be customized.- Added new registration / authorization methods via Apple ID and Google.- Now you can link all your social networks to your account for easy authorization.- Added stickers section in 3D Configurator version 2.0. - 3D Configurator adds information for cars, tuning and disks.
- In the 3D Configurator version 2.0, different interior color palettes have been added to the car interior painting section.
- Improved stability and fixed some bugs.
PS. You can send your comments and suggestions to support@formacar.ru",74.0,Patch,73.0,we work every day on Formacar add a new navigation menu that can be customize add new registration authorization method via Apple ID and Google now you can link all you social network to you account for easy authorization add sticker section in 3d configurator version 20 3d configurator add information for car tune and disk in the 3d configurator version 20 different interior color palette have be add to the car interior painting section improve stability and fix some bug PS you can send you comment and suggestion to supportformacarru,0.0419787160187709,0.41006742299668186
355,"Car Design, 3D Tuning, Modify",5.1.2,"Jun 29, 2020","We work every day on Formacar!- Added new registration / authorization methods via Apple ID and Google.- Now you can link all your social networks to your account for easy authorization.- Added stickers section in 3D Configurator version 2.0- Added information for cars, tuning, and disks in the 3D Configurator. - In the 3D Configurator version 2.0, different interior color palettes are added to the car interior painting section.
- Improved stability and fixed some bugs.
PS. You can send your comments and suggestions to support@formacar.ru",18.0,Patch,66.0,we work every day on Formacar add new registration authorization method via Apple ID and Google now you can link all you social network to you account for easy authorization add sticker section in 3d configurator version 20 add information for car tune and disk in the 3d configurator in the 3d configurator version 20 different interior color palette be add to the car interior painting section improve stability and fix some bug PS you can send you comment and suggestion to supportformacarru,-4.440892098500626e-16,0.42657235967075724
356,"Car Design, 3D Tuning, Modify",5.1.1,"Jun 11, 2020","We work every day on Formacar!- Added new registration / authorization methods via Apple ID and Google.- Now you can link all your social networks to your account for easy authorization.- Added stickers section in 3D Configurator version 2.0- Added information for cars, tuning, and disks in the 3D Configurator. - In the 3D Configurator version 2.0, different interior color palettes are added to the car interior painting section.
- Improved stability and fixed some bugs.
PS. You can send your comments and suggestions to support@formacar.ru",68.0,Minor,66.0,we work every day on Formacar add new registration authorization method via Apple ID and Google now you can link all you social network to you account for easy authorization add sticker section in 3d configurator version 20 add information for car tune and disk in the 3d configurator in the 3d configurator version 20 different interior color palette be add to the car interior painting section improve stability and fix some bug PS you can send you comment and suggestion to supportformacarru,0.42657235967075724,0.42657235967075724
357,"Car Design, 3D Tuning, Modify",5.0.2,"Apr 4, 2020","We work every day on Formacar!- Added a new 3D Configurator version 2.0. When starting 3D Configurator, you can now choose which version to launch.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru",8.0,Patch,35.0,we work every day on Formacar add a new 3d configurator version 20 when start 3d Configurator you can now choose which version to launch Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,7.771561172376096e-16,7.771561172376096e-16
358,"Car Design, 3D Tuning, Modify",5.0.1,"Mar 27, 2020","We work every day on Formacar!- Added a new 3D Configurator version 2.0. When starting 3D Configurator, you can now choose which version to launch.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru",17.0,Patch,35.0,we work every day on Formacar add a new 3d configurator version 20 when start 3d Configurator you can now choose which version to launch Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,7.771561172376096e-16,7.771561172376096e-16
359,"Car Design, 3D Tuning, Modify",5.0.0,"Mar 10, 2020","We work every day on Formacar!- Added a new 3D Configurator version 2.0. When starting 3D Configurator, you can now choose which version to launch.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru",50.0,Major,35.0,we work every day on Formacar add a new 3d configurator version 20 when start 3d Configurator you can now choose which version to launch Improved stability and fix some bugsPS you can send you comment and suggestion to supportformacarru,0.5020182071614665,0.5366396542751396
360,"Car Design, 3D Tuning, Modify",4.9.9,"Jan 20, 2020",We work every day on Formacar!- Optimization for iOS 13.- Minor changes to UX/UI.- Improved stability and fixed some bugs.PS. Your comments and suggestions can be sent to support@formacar.ru,7.0,Patch,27.0,we work every day on Formacar optimization for iOS 13 minor change to UXUI Improved stability and fix some bugsps you comment and suggestion can be send to supportformacarru,0.0,0.22481024505183445
361,"Car Design, 3D Tuning, Modify",4.9.8,"Jan 13, 2020",We work every day on Formacar!- Optimization for iOS 13.- Minor changes to UX/UI.- Improved stability and fixed some bugs.PS. Your comments and suggestions can be sent to support@formacar.ru,3.0,Patch,27.0,we work every day on Formacar optimization for iOS 13 minor change to UXUI Improved stability and fix some bugsps you comment and suggestion can be send to supportformacarru,0.2850951416077553,0.22481024505183445
362,"Car Design, 3D Tuning, Modify",4.9.7,"Jan 10, 2020",We work every day on Formacar!- Added dark theme.- Optimized for iOS 13.- Minor changes on UX / UI.- Improved stability and fixed some bugs. PS. Your comments and suggestions can be sent to support@formacar.ru,11.0,Patch,33.0,we work every day on Formacar add dark theme optimize for iOS 13 minor change on UX UI Improved stability and fix some bug PS you comment and suggestion can be send to supportformacarru,0.07574947208673499,0.07574947208673499
363,My Car - Car Management,1.3.4,"Oct 9, 2022","Thanks for using myCarLog!In this release of the application:● We've updated the app to support iOS16 & new iPhone's● Fixed Dropbox authentication. ● Fixed a number of noticed problems and improved performance.

If you like myCarLog, take a moment of your time and leave a review on the App Store.
It will help us make the app even better!",161.0,Patch,49.0,thanks for use mycarlogin this release of the application ● Weve update the app to support ios16 new iPhones ● fix Dropbox authentication ● fix a number of notice problem and improve performance if you like myCarLog take a moment of you time and leave a review on the App Store it will help we make the app even well,0.22352562004024334,0.8469987617683253
364,My Car - Car Management,1.3.3,"May 1, 2022","Thanks for using myCarLog!In this release of the application:● Added translation of the app into Polish● Problem with connection to Dropbox fixed. ● A number of noticed problems have been fixed and performance has been improved.

If you like myCarLog take a moment of your time and leave a review in the App Store.
It will help us make the app even better!
",228.0,Patch,53.0,thanks for use mycarlogin this release of the application ● add translation of the app into Polish ● Problem with connection to Dropbox fix ● a number of notice problem have be fix and performance have be improve if you like myCarLog take a moment of you time and leave a review in the App Store it will help we make the app even well,0.6895493481529242,0.8614295051829293
365,My Car - Car Management,1.3.2,"Sep 15, 2021","Thanks again for choosing myCarLog.With this release:● Now you can set maintenance period for different car individually● Added notifications for maintenance items. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it. Thanks for using myCarLog!
",1.0,Patch,47.0,thanks again for choose mycarlogwith this release ● now you can set maintenance period for different car individually ● add notification for maintenance item ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,-2.220446049250313e-16,0.8122129117738583
366,My Car - Car Management,1.3.1,"Sep 14, 2021","Thanks again for choosing myCarLog.With this release:● Now you can set maintenance period for different car individually● Added notifications for maintenance items. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it. Thanks for using myCarLog!
",142.0,Patch,47.0,thanks again for choose mycarlogwith this release ● now you can set maintenance period for different car individually ● add notification for maintenance item ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.2908420690037036,0.8122129117738583
367,My Car - Car Management,1.3.0,"Apr 25, 2021","Thanks again for choosing myCarLog.With this release:● Update backup system. Added daily autobackup function.● Bug fixes and performance improvements. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it. Thanks for using myCarLog!
",173.0,Minor,43.0,thanks again for choose mycarlogwith this release ● update backup system add daily autobackup function ● bug fix and performance improvement ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.1484801964216147,0.7888826034218444
368,My Car - Car Management,1.2.6,"Nov 3, 2020","Thanks again for choosing myCarLog.With this release:● Fixes for camera issue on iPad● Bug fixes and performance improvements. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it. Thanks for using myCarLog!
",1.0,Patch,40.0,thanks again for choose mycarlogwith this release ● fix for camera issue on iPad ● bug fix and performance improvement ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.05856435419839123,0.8034066330298513
369,My Car - Car Management,1.2.5,"Nov 2, 2020","Thanks again for choosing myCarLog.With this release:● Fixes for interface issue on iPad● Bug fixes and performance improvements. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it.
",3.0,Patch,38.0,thanks again for choose mycarlogwith this release ● fix for interface issue on iPad ● bug fix and performance improvement ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it,0.12654973868838315,0.7825219988582068
370,My Car - Car Management,1.2.4,"Oct 30, 2020","Thanks again for choosing myCarLog.With this release:● Fix bug with remove photos on create backup● Bug fixes and performance improvements. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it.
",105.0,Patch,41.0,thanks again for choose mycarlogwith this release ● fix bug with remove photo on create backup ● bug fix and performance improvement ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it,0.1813510319452316,0.7484452543038953
371,My Car - Car Management,1.2.3,"Jul 17, 2020","Thanks again for choosing myCarLog.With this release:● New option for switch theme in the app● Bug fixes and performance improvements. ● Bug fixes and performance improvements.

If you like myCarLog, would you mind taking a moment to write a nice review on the App Store?
We'd greatly appreciate it.
",18.0,Patch,40.0,thanks again for choose mycarlogwith this release ● New option for switch theme in the app ● bug fix and performance improvement ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it,0.19356662339479813,0.8037179359677352
372,My Car - Car Management,1.2.2,"Jun 29, 2020","Thanks again for choosing myCarLog.With this release:● Fixed attach image to new records● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",3.0,Patch,40.0,thanks again for choose mycarlogwith this release ● fix attach image to new record ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.09827130759498992,0.8614793855952406
373,My Car - Car Management,1.2.1,"Jun 26, 2020","Thanks again for choosing myCarLog.With this release:● Now you can attach up to 5 images to any records● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!",4.0,Patch,43.0,thanks again for choose mycarlogwith this release ● now you can attach up to 5 image to any record ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,6.661338147750939e-16,0.8343941417702212
374,My Car - Car Management,1.2.0,"Jun 22, 2020","Thanks again for choosing myCarLog.With this release:● Now you can attach up to 5 images to any records● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!",6.0,Minor,43.0,thanks again for choose mycarlogwith this release ● now you can attach up to 5 image to any record ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.26160007224218296,0.8343941417702212
375,My Car - Car Management,1.1.9,"Jun 16, 2020","Thanks again for choosing myCarLog.With this release:● New record type - odometer (for update odometer value without any other properties)● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",5.0,Patch,47.0,thanks again for choose mycarlogwith this release ● New record type odometer for update odometer value without any other property ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.24292399015774857,0.8515525282557612
376,My Car - Car Management,1.1.8,"Jun 11, 2020","Thanks again for choosing myCarLog.With this release:● Added Today widget● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",122.0,Patch,38.0,thanks again for choose mycarlogwith this release ● add today widget ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.09984917861523002,0.8715052791986905
377,My Car - Car Management,1.1.7,"Feb 10, 2020","Thanks again for choosing myCarLog.With this release:● Added report for vehicle maintenance● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",15.0,Patch,39.0,thanks again for choose mycarlogwith this release ● add report for vehicle maintenance ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.2452789984710646,0.8594145382653882
378,My Car - Car Management,1.1.6,"Jan 26, 2020","Thanks again for choosing myCarLog.With this release:● Fixed bug with lost pro-mode state. Please make Restore purchase for activate pro-mode.● Added Burmese language support. ● Bug fixes and performance improvements.
If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",134.0,Patch,52.0,thanks again for choose mycarlogwith this release ● fix bug with lose promode state please make restore purchase for activate promode ● add Burmese language support ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.7058180993342151,0.8803174758806558
379,My Car - Car Management,1.1.5,"Sep 14, 2019",Thanks again for choosing myCarLog.With this release:● Added dark mode support on iOS13● Added Spanish and Dutch languages support,120.0,Patch,17.0,thanks again for choose mycarlogwith this release ● add dark mode support on ios13 ● add Spanish and dutch language support,0.7862996888881638,0.9256835194278761
380,My Car - Car Management,1.1.4,"May 17, 2019","Thanks again for choosing myCarLog.With this release:● Bug fixes and performance improvements.If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it. Thanks for using myCarLog!",156.0,Patch,34.0,thanks again for choose mycarlogwith this release ● bug fix and performance improvementsif you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.10129593445394935,0.8868769136230591
381,My Car - Car Management,1.1.3,"Dec 12, 2018","Thanks again for choosing myCarLog.With this release:● Improve stats● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",25.0,Patch,37.0,thanks again for choose mycarlogwith this release ● improve stats ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.14977184861824577,0.8700381861942341
382,My Car - Car Management,1.1.1,"Nov 17, 2018","Thanks again for choosing myCarLog.With this release:● Siri shortcuts for the add fuel, maintenance and expense● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",80.0,Minor,41.0,thanks again for choose mycarlogwith this release ● Siri shortcut for the add fuel maintenance and expense ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.16721483798668557,0.7977383210373743
383,My Car - Car Management,1.0.9,"Aug 29, 2018","Thanks again for choosing myCarLog.With this release:● Italian localization has been added● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",21.0,Patch,40.0,thanks again for choose mycarlogwith this release ● Italian localization have be add ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.7701343310551305,0.8742963238279788
384,My Car - Car Management,1.0.8,"Aug 8, 2018",Thanks again for choosing myCarLog.With this release:● Fixed currency sign for LBP● New gauge style ( like a Prius ). ● Now gauge style is a car property,37.0,Patch,24.0,thanks again for choose mycarlogwith this release ● fix currency sign for LBP ● new gauge style like a Prius ● now gauge style be a car property,0.7849675816687496,0.9592263629980953
385,My Car - Car Management,1.0.7,"Jul 2, 2018","Thanks again for choosing myCarLog.With this release:● Added Ukrainian localization● Bug fixes and performance improvements. If you like myCarLog, would you mind taking a moment to write a nice review on the App Store? We'd greatly appreciate it.
Thanks for using myCarLog!
",29.0,Patch,38.0,thanks again for choose mycarlogwith this release ● add ukrainian localization ● bug fix and performance improvement if you like myCarLog would you mind take a moment to write a nice review on the App Store Wed greatly appreciate it thanks for use myCarLog,0.8193131172982835,0.8715052791986905
386,My Car - Car Management,1.0.6,"Jun 3, 2018",- fixes and improvements,5.0,Patch,4.0,fix and improvement,0.5099733530529775,0.5099733530529775
387,RTO Vehicle Information,8.2.0,19 Jan 2023,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance Improvements,42.0,Minor,15.0,we be regularly update application for Batter Experience performance improvement bug fix performance improvement,-2.220446049250313e-16,-2.220446049250313e-16
388,RTO Vehicle Information,8.1.0,8 Dec 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance Improvements,56.0,Minor,15.0,we be regularly update application for Batter Experience performance improvement bug fix performance improvement,-2.220446049250313e-16,-2.220446049250313e-16
389,RTO Vehicle Information,8.0.0,13 Oct 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance Improvements,2.0,Major,15.0,we be regularly update application for Batter Experience performance improvement bug fix performance improvement,-2.220446049250313e-16,0.2897477828910199
390,RTO Vehicle Information,7.9.0,11 Oct 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance Improvements,1.0,Minor,15.0,we be regularly update application for Batter Experience performance improvement bug fix performance improvement,-2.220446049250313e-16,0.2897477828910199
391,RTO Vehicle Information,7.8.0,10 Oct 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance Improvements,1.0,Minor,15.0,we be regularly update application for Batter Experience performance improvement bug fix performance improvement,0.2666251656629578,0.2897477828910199
392,RTO Vehicle Information,7.7.0,9 Oct 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance ImprovementsThank you For using All Vehicle Information.,123.0,Minor,21.0,we be regularly update application for Batter Experience performance improvement bug fix performance ImprovementsThank you for use all vehicle information,0.24040601575998444,0.1134821960869341
393,RTO Vehicle Information,7.2.0,8 Jun 2022,"We are regularly updating Applications for Batter Experience & performance improvements.


- Bug Fixing

- Performance Improvements

We are regularly updating Applications for Batter Experience & performance improvements.


- Bug Fixing

- Performance Improvements

Please rate the app and give your feedback to help us improve the app's performance for you...

Thank you For using RTO Vehicle Information & Exam.
",56.0,Minor,38.0,we be regularly update application for Batter Experience performance improvement bug fix performance improvement we be regularly update application for Batter Experience performance improvement bug fix performance improvement please rate the app and give you feedback to help we improve the app performance for you thank you for use RTO Vehicle information exam,0.2031736217215523,0.2031736217215523
394,RTO Vehicle Information,7.1.0,13 Apr 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance ImprovementsThank you For using RTO Vehicle Information & Exam.,7.0,Minor,22.0,we be regularly update application for Batter Experience performance improvement bug fix performance ImprovementsThank you for use RTO Vehicle information exam,2.220446049250313e-16,2.220446049250313e-16
395,RTO Vehicle Information,7.0.0,6 Apr 2022,We are regularly updating Applications for Batter Experience & performance improvements.- Bug Fixing- Performance ImprovementsThank you For using RTO Vehicle Information & Exam.,14.0,Major,22.0,we be regularly update application for Batter Experience performance improvement bug fix performance ImprovementsThank you for use RTO Vehicle information exam,0.017292370176009486,0.4129723024264208
396,RTO Vehicle Information,6.9.0,23 Mar 2022,We are regularly updating Applications for your Batter Experience & performance improvements.- Bug Fixing- Performance ImprovementsThank you For using RTO Vehicle Information & Exam.,2.0,Minor,23.0,we be regularly update application for you batter experience performance improvement bug fix performance ImprovementsThank you for use RTO Vehicle information exam,0.431270688472592,0.3948818784943795
397,RTO Vehicle Information,6.8.0,21 Mar 2022,"We are regularly updating Applications for your Batter Experience & performance improvements.- Get All Challan Details- Print Challan Details And Payment Receipt- Add Your Driving School's Advertise- Find Best And Nearby Service center & Vehicle dealer for your favorite brand. - Add Advertise for Your Own's Service center & Vehicle dealer
- Enjoy GST Calculator And Vehicle Age Calculator For Free.
- Performance Improvements
- UI Improvements
- Bug Fixing

Thank you For using RTO Vehicle Information & Exam.
",19.0,Minor,55.0,we be regularly update application for you batter experience performance improvement get all Challan detail print Challan Details and payment receipt add you drive school advertise find good and nearby service center vehicle dealer for you favorite brand add advertise for you Owns Service center vehicle dealer enjoy gst calculator and vehicle age calculator for free performance improvement ui improvement bug fix thank you for use RTO Vehicle information exam,0.4262877428880928,0.6631776258858877
398,RTO Vehicle Information,6.7.0,2 Mar 2022,We are regularly updating Applications for your Batter Experience & performance improvements.- Performance Improvements- Bug FixingThank you For using RTO Vehicle Information & Exam.,1.0,Minor,23.0,we be regularly update application for you batter experience performance improvement performance improvement bug FixingThank you for use RTO Vehicle information exam,1.1102230246251565e-16,0.4895655052237795
399,RTO Vehicle Information,6.6.0,1 Mar 2022,We are regularly updating Applications for your Batter Experience & performance improvements.- Performance Improvements- Bug FixingThank you For using RTO Vehicle Information & Exam.,17.0,Minor,23.0,we be regularly update application for you batter experience performance improvement performance improvement bug FixingThank you for use RTO Vehicle information exam,0.5662904689277604,0.4895655052237795
400,RTO Vehicle Information,6.5.0,12 Feb 2022,"We are regularly updating Applications for your Batter Experience & performance improvements.- Add your vehicle in your dashboard.- Add Reminder For PUC & Insurance Expiry.- Get Reminder Notification In All Device.- Search By Name And Number In Searched History. - Get Rc Detail and Licence Detail From Challan Info.
- Save Favorite Traffic Signs & RTO Questions.
- Get Traffic Rules & Penalty for your state.
- Check Your Vehicle's Speed && Set Alert For Highspeed.
- Save Your Visited Route History.
- Select any Greate Subscription Plan From Given Plan and enjoy the pro app.

Thank you For using RTO Vehicle Information & Exam.
",30.0,Minor,76.0,we be regularly update application for you batter experience performance improvement add you vehicle in you dashboard add reminder for puc insurance expiry get reminder notification in all device search by name and number in search history get Rc Detail and Licence Detail from Challan Info Save Favorite Traffic Signs RTO question get Traffic Rules Penalty for you state check you Vehicles Speed Set Alert for Highspeed Save you visit Route History select any Greate subscription plan from give plan and enjoy the pro app thank you for use RTO Vehicle information exam,0.5573597741771403,0.7131363603117545
401,RTO Vehicle Information,6.4.0,13 Jan 2022,"We are regularly updating Applications for your Batter Experience & performance improvements.-> Added important information of RC/DL.-> Added important stories.-> Find Important Information for your favorite vehicle.-> Compare two favorite vehicles. -> Add your all vehicle related expanse detail and manage.
-> Calculate Loan / Milage
-> Added new languages.

Thank you For using RTO Vehicle Information & Exam.
",38.0,Minor,48.0,we be regularly update application for you batter experience performance improvement add important information of RCDL add important story find important information for you favorite vehicle compare two favorite vehicle add you all vehicle relate expanse detail and manage calculate Loan Milage add new language thank you for use RTO Vehicle information exam,0.7222437490063558,0.7222437490063558
402,RTO Vehicle Information,6.3.0,6 Dec 2021,We are regularly updating Applications for your Batter Experience & performance improvements.Performance Improvements.Bug Fixing.,6.0,Minor,14.0,we be regularly update application for you batter experience performance improvementsperformance improvementsbug fix,-6.661338147750939e-16,-6.661338147750939e-16
403,RTO Vehicle Information,6.2.0,30 Nov 2021,We are regularly updating Applications for your Batter Experience & performance improvements.Performance Improvements.Bug Fixing.,7.0,Minor,14.0,we be regularly update application for you batter experience performance improvementsperformance improvementsbug fix,-6.661338147750939e-16,-6.661338147750939e-16
404,RTO Vehicle Information,6.1.0,23 Nov 2021,We are regularly updating Applications for your Batter Experience & performance improvements.Performance Improvements.Bug Fixing.,6.0,Minor,14.0,we be regularly update application for you batter experience performance improvementsperformance improvementsbug fix,-6.661338147750939e-16,-6.661338147750939e-16
405,RTO Vehicle Information,6.0.0,17 Nov 2021,We are regularly updating Applications for your Batter Experience & performance improvements.Performance Improvements.Bug Fixing.,18.0,Major,14.0,we be regularly update application for you batter experience performance improvementsperformance improvementsbug fix,0.5661540872827426,0.637273626254534
406,RTO Vehicle Information,5.9.0,30 Oct 2021,"We are regularly updating Applications for your Batter Experience & performance improvements.Added Some Important Services.Search Financier Detail of Vehicle.Search Driving School's list for Your City.Add Option For Sell Vehicle. Add Option For Buy Vehicle Insurance.
Buy Accessories For Your Vehicle.
Performance Improvements.
Bug Fixing.
",21.0,Minor,37.0,we be regularly update application for you batter experience performance improvementsadd some important ServicesSearch Financier Detail of VehicleSearch Driving Schools list for you CityAdd option for sell vehicle add option for Buy Vehicle Insurance buy accessory for you vehicle performance improvement bug fix,0.6331288849657144,0.5795166640071103
407,RTO Vehicle Information,5.8.0,9 Oct 2021,"- Calculate Resale Value Of your Vehicle.- Save Important Document of Your Vehicle as Digital Copy.- Find More Important Nearby Places.- Added More Languages- Share the detail of Vehicle / Licence / Challan In Pdf Format. - UI improvement
- Performance improvement
- Bug Fixing

Thank you For Using ""RTO Vehicle Information & Exam""
",35.0,Minor,44.0,calculate Resale Value of you vehicle save important document of you vehicle as Digital Copy find more important nearby place add more Languages share the detail of Vehicle Licence Challan in Pdf Format UI improvement performance improvement bug fix thank you for use RTO Vehicle information exam,0.745479320329993,0.745479320329993
408,RTO Vehicle Information,5.7.0,4 Sept 2021,"For Users Batter Experience we Improved Application Performance & Speed.Thank you For Using ""RTO Vehicle Information & Exam""",10.0,Minor,16.0,for user batter experience we improve application performance SpeedThank you for use RTO Vehicle information exam,-2.220446049250313e-16,-2.220446049250313e-16
